Temporada,home_team_api_id,away_team_api_id,B365H,B365A,date,home_team_goal,away_team_goal,odd_team_win,Team_win
2010/2011,8455,8559,1.29,11,2010-12-29 00:00:00,1,0,1.29,1
2010/2011,8650,8559,1.7,5,2011-01-01 00:00:00,2,1,1.7,1
2010/2011,8658,9825,5.5,1.67,2011-01-01 00:00:00,0,3,1.67,1
2010/2011,8659,10260,6,1.53,2011-01-01 00:00:00,1,2,1.53,1
2010/2011,8455,10252,1.25,13,2011-01-02 00:00:00,3,3,1.25,0
2010/2011,10260,10194,1.25,12,2011-01-04 00:00:00,2,1,1.25,1
2010/2011,9825,8456,1.91,4,2011-01-05 00:00:00,0,0,1.91,0
2010/2011,8602,8455,8,1.44,2011-01-05 00:00:00,1,0,1.44,0
2010/2011,8655,8650,3.4,2.2,2011-01-05 00:00:00,3,1,2.2,0
2010/2011,8650,8668,2.2,3.5,2011-01-16 00:00:00,2,2,2.2,0
2010/2011,8586,10260,2.88,2.5,2011-01-16 00:00:00,0,0,2.5,0
2010/2011,8654,9825,6,1.57,2011-01-15 00:00:00,0,3,1.57,1
2010/2011,8455,8655,1.29,11,2011-01-15 00:00:00,2,0,1.29,1
2010/2011,10260,8658,1.2,15,2011-01-22 00:00:00,5,0,1.2,1
2010/2011,9825,8528,1.2,15,2011-01-22 00:00:00,3,0,1.2,1
2010/2011,8602,8650,3.4,2.25,2011-01-22 00:00:00,0,3,2.25,1
2010/2011,8559,8455,6,1.62,2011-01-24 00:00:00,0,4,1.62,1
2010/2011,10260,10252,1.33,9.5,2011-02-01 00:00:00,3,1,1.33,1
2010/2011,9825,8668,1.4,8.5,2011-02-01 00:00:00,2,1,1.4,1
2010/2011,8472,8455,5.5,1.67,2011-02-01 00:00:00,2,4,1.67,1
2010/2011,8650,10194,1.62,6,2011-02-02 00:00:00,2,0,1.62,1
2010/2011,10261,9825,5,1.67,2011-02-05 00:00:00,4,4,1.67,0
2010/2011,8602,10260,8.5,1.4,2011-02-05 00:00:00,2,1,1.4,0
2010/2011,8455,8650,1.62,5.5,2011-02-06 00:00:00,0,1,1.62,0
2010/2011,10260,8456,1.73,5,2011-02-12 00:00:00,2,1,1.73,1
2010/2011,9825,8602,1.22,15,2011-02-12 00:00:00,2,0,1.22,1
2010/2011,8650,8528,1.36,9,2011-02-12 00:00:00,1,1,1.36,0
2010/2011,9879,8455,5,1.73,2011-02-14 00:00:00,0,0,1.73,0
2010/2011,8586,9825,2.88,2.4,2011-04-20 00:00:00,3,3,2.4,0
2010/2011,8654,8650,3.4,2.2,2011-02-27 00:00:00,3,1,2.2,0
2010/2011,8528,10260,6.5,1.53,2011-02-26 00:00:00,0,4,1.53,1
2010/2011,8455,8658,1.2,15,2011-04-20 00:00:00,3,1,1.2,1
2010/2011,9825,8472,1.44,7.5,2011-03-05 00:00:00,0,0,1.44,0
2010/2011,8650,10260,2.8,2.6,2011-03-06 00:00:00,3,1,2.8,1
2010/2011,8483,8455,10,1.3,2011-03-07 00:00:00,1,3,1.3,1
2010/2011,10260,8654,1.14,19,2010-08-28 00:00:00,3,0,1.14,1
2010/2011,8650,8659,1.22,15,2010-08-29 00:00:00,1,0,1.22,1
2010/2011,8655,9825,6,1.57,2010-08-28 00:00:00,1,2,1.57,1
2010/2011,8455,10194,1.11,23,2010-08-28 00:00:00,2,0,1.11,1
2010/2011,10260,8559,1.36,9,2011-03-19 00:00:00,1,0,1.36,1
2010/2011,8472,8650,2.63,2.75,2011-03-20 00:00:00,0,2,2.75,1
2010/2011,8659,9825,5,1.73,2011-03-19 00:00:00,2,2,1.73,0
2010/2011,8455,8456,1.62,6,2011-03-20 00:00:00,2,0,1.62,1
2010/2011,9825,8655,1.25,11,2011-04-02 00:00:00,0,0,1.25,0
2010/2011,8654,10260,4.5,1.8,2011-04-02 00:00:00,2,4,1.8,1
2010/2011,8659,8650,3,2.38,2011-04-02 00:00:00,2,1,2.38,0
2010/2011,10194,8455,5.5,1.67,2011-04-02 00:00:00,1,1,1.67,0
2010/2011,10260,9879,1.44,7.5,2011-04-09 00:00:00,2,0,1.44,1
2010/2011,8650,8456,2.6,2.8,2011-04-11 00:00:00,3,0,2.6,1
2010/2011,8483,9825,8.5,1.36,2011-04-10 00:00:00,1,3,1.36,1
2010/2011,8455,8528,1.2,17,2011-04-09 00:00:00,1,0,1.2,1
2010/2011,9825,8650,1.73,5,2011-04-17 00:00:00,1,1,1.73,0
2010/2011,10261,10260,5.5,1.67,2011-04-19 00:00:00,0,0,1.67,0
2010/2011,8659,8455,5.5,1.7,2011-04-16 00:00:00,1,3,1.7,1
2010/2011,10260,8668,1.44,7.5,2011-04-23 00:00:00,1,0,1.44,1
2010/2011,8650,8658,1.44,7.5,2011-04-23 00:00:00,5,0,1.44,1
2010/2011,8559,9825,4.5,1.75,2011-04-24 00:00:00,2,1,1.75,0
2010/2011,8455,8654,1.2,15,2011-04-23 00:00:00,3,0,1.2,1
2010/2011,9825,10260,2.5,2.88,2011-05-01 00:00:00,1,0,2.5,1
2010/2011,8650,10261,1.44,7.5,2011-05-01 00:00:00,3,0,1.44,1
2010/2011,8455,8586,1.44,7.5,2011-04-30 00:00:00,2,1,1.44,1
2010/2011,10260,8455,2.38,3.1,2011-05-08 00:00:00,2,1,2.38,1
2010/2011,9879,8650,2.88,2.5,2011-05-09 00:00:00,2,5,2.5,1
2010/2011,10194,9825,5.5,1.67,2011-05-08 00:00:00,3,1,1.67,0
2010/2011,9825,10252,1.36,8.5,2011-05-15 00:00:00,1,2,1.36,0
2010/2011,8650,8586,1.73,4.75,2011-05-15 00:00:00,0,2,1.73,0
2010/2011,8655,10260,5,1.73,2011-05-14 00:00:00,1,1,1.73,0
2010/2011,8455,10261,1.25,11,2011-05-15 00:00:00,2,2,1.25,0
2010/2011,10260,8483,1.6,5.5,2011-05-22 00:00:00,4,2,1.6,1
2010/2011,10252,8650,3.2,2.25,2011-05-22 00:00:00,1,0,2.25,0
2010/2011,8668,8455,3.1,2.38,2011-05-22 00:00:00,1,0,2.38,0
2010/2011,9879,9825,3.75,1.95,2011-05-22 00:00:00,2,2,1.95,0
2010/2011,9825,8559,1.25,13,2010-09-11 00:00:00,4,1,1.25,1
2010/2011,8654,8455,10,1.33,2010-09-11 00:00:00,1,3,1.33,1
2010/2011,8668,10260,4.2,1.91,2010-09-11 00:00:00,3,3,1.91,0
2010/2011,8658,8650,3.1,2.4,2010-09-12 00:00:00,0,0,2.4,0
2010/2011,10260,8650,1.7,5.5,2010-09-19 00:00:00,3,2,1.7,1
2010/2011,8472,9825,5.5,1.67,2010-09-18 00:00:00,1,1,1.67,0
2010/2011,8455,8483,1.1,26,2010-09-19 00:00:00,4,0,1.1,1
2010/2011,9825,8659,1.22,15,2010-09-25 00:00:00,2,3,1.22,0
2010/2011,8650,8472,1.44,7.5,2010-09-25 00:00:00,2,2,1.44,0
2010/2011,8456,8455,3.6,2.1,2010-09-25 00:00:00,1,0,2.1,0
2010/2011,8559,10260,7.5,1.5,2010-09-26 00:00:00,2,2,1.5,0
2010/2011,8650,8483,1.33,10,2010-10-03 00:00:00,1,2,1.33,0
2010/2011,8472,10260,5,1.75,2010-10-02 00:00:00,0,0,1.75,0
2010/2011,8455,9825,1.73,5,2010-10-03 00:00:00,2,0,1.73,1
2010/2011,10260,8659,1.25,12,2010-10-16 00:00:00,2,2,1.25,0
2010/2011,9825,8658,1.29,11,2010-10-16 00:00:00,2,1,1.29,1
2010/2011,10252,8455,5,1.73,2010-10-16 00:00:00,0,0,1.73,0
2010/2011,8668,8650,2.4,3,2010-10-17 00:00:00,2,0,3.0,0
2010/2011,8650,8655,1.67,5.5,2010-10-24 00:00:00,2,1,1.67,1
2010/2011,8456,9825,2.5,2.9,2010-10-24 00:00:00,0,3,2.9,1
2010/2011,10194,10260,5.5,1.67,2010-10-24 00:00:00,1,2,1.67,1
2010/2011,8455,8602,1.13,19,2010-10-23 00:00:00,2,0,1.13,1
2010/2011,9847,9853,1.73,5.25,2010-08-07 00:00:00,3,1,1.73,1
2010/2011,9847,8583,1.75,5,2010-10-24 00:00:00,2,3,1.75,0
2010/2011,10249,9847,2.6,3,2010-10-31 00:00:00,1,1,3.0,0
2010/2011,9847,8592,2.5,2.9,2010-11-07 00:00:00,2,1,2.5,1
2010/2011,8689,9847,3,2.5,2010-11-14 00:00:00,1,1,2.5,0
2010/2011,9847,7819,1.53,7,2010-11-20 00:00:00,2,1,1.53,1
2010/2011,9748,9847,1.91,4.2,2010-11-28 00:00:00,2,2,4.2,0
2010/2011,9847,8521,1.6,6,2010-12-05 00:00:00,3,1,1.6,1
2010/2011,9873,9847,3.2,2.35,2010-12-11 00:00:00,1,2,2.35,1
2010/2011,9847,9829,1.53,7,2010-12-18 00:00:00,2,2,1.53,0
2010/2011,8481,9847,3.5,2.2,2010-12-22 00:00:00,2,0,2.2,0
2010/2011,8639,9847,2.05,3.75,2010-08-15 00:00:00,0,0,3.75,0
2010/2011,9847,9874,1.5,7,2011-01-15 00:00:00,2,1,1.5,1
2010/2011,108893,9847,7,1.5,2011-01-29 00:00:00,1,2,1.5,1
2010/2011,9851,9847,2.5,2.9,2011-02-05 00:00:00,1,0,2.9,0
2010/2011,9847,8588,1.4,9,2011-02-12 00:00:00,0,0,1.4,0
2010/2011,9831,9847,3.75,2.1,2011-02-20 00:00:00,0,3,2.1,1
2010/2011,9847,9941,1.62,6,2011-02-27 00:00:00,2,1,1.62,1
2010/2011,8583,9847,3.25,2.3,2011-03-05 00:00:00,1,0,2.3,0
2010/2011,9847,10249,1.7,5.5,2011-03-13 00:00:00,2,2,1.7,0
2010/2011,8592,9847,2,4,2011-03-20 00:00:00,2,1,4.0,0
2010/2011,9847,8689,1.73,5.25,2011-04-02 00:00:00,0,0,1.73,0
2010/2011,9847,9827,2.2,3.5,2010-08-22 00:00:00,1,2,2.2,0
2010/2011,7819,9847,3.5,2.2,2011-04-09 00:00:00,1,2,2.2,1
2010/2011,9847,9748,2.55,2.9,2011-04-17 00:00:00,1,0,2.55,1
2010/2011,8521,9847,3.25,2.3,2011-04-24 00:00:00,2,2,2.3,0
2010/2011,9847,9873,1.5,7.5,2011-04-30 00:00:00,3,1,1.5,1
2010/2011,9829,9847,3.25,2.38,2011-05-07 00:00:00,1,1,2.38,0
2010/2011,9847,8481,1.44,7.5,2011-05-10 00:00:00,2,2,1.44,0
2010/2011,9827,9847,2.75,2.6,2011-05-18 00:00:00,1,0,2.6,0
2010/2011,9847,8639,2.2,3.25,2011-05-21 00:00:00,2,2,2.2,0
2010/2011,9853,9847,4.75,1.75,2011-05-29 00:00:00,1,1,1.75,0
2010/2011,9874,9847,3.25,2.3,2010-08-29 00:00:00,3,1,2.3,0
2010/2011,9847,108893,1.4,8.5,2010-09-11 00:00:00,4,0,1.4,1
2010/2011,9847,9851,2.15,3.5,2010-09-19 00:00:00,0,0,2.15,0
2010/2011,8588,9847,3,2.5,2010-09-26 00:00:00,0,2,2.5,1
2010/2011,9847,9831,1.62,6,2010-10-03 00:00:00,0,0,1.62,0
2010/2011,9941,9847,2.75,2.75,2010-10-16 00:00:00,0,2,2.75,1
2010/2011,9823,8721,1.57,5.5,2010-08-20 00:00:00,2,1,1.57,1
2010/2011,9823,8358,1.29,11,2010-10-29 00:00:00,4,2,1.29,1
2010/2011,9788,9823,5.5,1.57,2010-11-06 00:00:00,3,3,1.57,0
2010/2011,9823,8165,1.33,8.5,2010-11-14 00:00:00,3,0,1.33,1
2010/2011,8178,9823,3,2.3,2010-11-20 00:00:00,1,1,2.3,0
2010/2011,9823,9810,1.36,8,2010-11-27 00:00:00,4,1,1.36,1
2010/2011,10189,9823,3.4,2.1,2010-12-04 00:00:00,2,0,2.1,0
2010/2011,9823,8152,1.2,13,2010-12-11 00:00:00,3,0,1.2,1
2010/2011,10269,9823,4,1.85,2010-12-19 00:00:00,3,5,1.85,1
2010/2011,8721,9823,5,1.7,2011-01-15 00:00:00,1,1,1.7,0
2010/2011,9823,8350,1.22,12,2011-01-22 00:00:00,5,1,1.22,1
2010/2011,8350,9823,7,1.44,2010-08-27 00:00:00,2,0,1.44,0
2010/2011,8697,9823,4.75,1.67,2011-01-29 00:00:00,1,3,1.67,1
2010/2011,8722,9823,7,1.44,2011-02-05 00:00:00,3,2,1.44,0
2010/2011,9823,8226,1.33,9,2011-02-12 00:00:00,4,0,1.33,1
2010/2011,9905,9823,5,1.62,2011-02-19 00:00:00,1,3,1.62,1
2010/2011,9823,9789,1.73,4.75,2011-02-26 00:00:00,1,3,1.73,0
2010/2011,9904,9823,5,1.67,2011-03-05 00:00:00,3,1,1.67,0
2010/2011,9823,9790,1.53,6,2011-03-12 00:00:00,6,0,1.53,1
2010/2011,8358,9823,6.5,1.5,2011-03-19 00:00:00,1,2,1.5,1
2010/2011,9823,9788,1.17,15,2011-04-02 00:00:00,1,0,1.17,1
2010/2011,8165,9823,5.25,1.6,2011-04-09 00:00:00,1,1,1.6,0
2010/2011,9823,8697,1.57,5.5,2010-09-11 00:00:00,0,0,1.57,0
2010/2011,9823,8178,1.83,4,2011-04-17 00:00:00,5,1,1.83,1
2010/2011,9810,9823,5.5,1.53,2011-04-23 00:00:00,1,1,1.53,0
2010/2011,9823,10189,1.29,9.5,2011-04-30 00:00:00,4,1,1.29,1
2010/2011,8152,9823,11,1.22,2011-05-07 00:00:00,1,8,1.22,1
2010/2011,9823,10269,1.29,10,2011-05-14 00:00:00,2,1,1.29,1
2010/2011,9823,8722,1.22,12,2010-09-18 00:00:00,0,0,1.22,0
2010/2011,8226,9823,3.6,2,2010-09-21 00:00:00,1,2,2.0,1
2010/2011,9823,9905,1.44,7,2010-09-25 00:00:00,1,2,1.44,0
2010/2011,9789,9823,2.55,2.7,2010-10-03 00:00:00,2,0,2.7,0
2010/2011,9823,9904,1.4,7.5,2010-10-16 00:00:00,3,0,1.4,1
2010/2011,9790,9823,2.63,2.63,2010-10-22 00:00:00,0,0,2.63,0
2010/2011,9976,9885,4.33,1.91,2010-08-29 00:00:00,1,0,1.91,0
2010/2011,9885,9880,1.36,9,2010-11-07 00:00:00,3,1,1.36,1
2010/2011,9858,9885,4.75,1.8,2010-11-10 00:00:00,1,1,1.8,0
2010/2011,9885,8686,2.2,3.4,2010-11-13 00:00:00,1,1,2.2,0
2010/2011,10233,9885,2.8,2.7,2010-11-21 00:00:00,0,2,2.7,1
2010/2011,9885,8535,1.67,5.5,2010-11-27 00:00:00,1,1,1.67,0
2010/2011,8530,9885,3.4,2.2,2010-12-05 00:00:00,1,3,2.2,1
2010/2011,9885,8543,1.85,4.5,2010-12-12 00:00:00,2,1,1.85,1
2010/2011,8533,9885,4,2,2010-12-19 00:00:00,1,1,2.0,0
2010/2011,9885,10167,1.44,8,2011-01-06 00:00:00,1,4,1.44,0
2010/2011,9875,9885,2.25,3.2,2011-01-09 00:00:00,3,0,3.2,0
2010/2011,9885,9882,1.8,4.5,2010-09-12 00:00:00,3,3,1.8,0
2010/2011,9885,9976,1.36,9,2011-01-16 00:00:00,2,1,1.36,1
2010/2011,9882,9885,2.7,2.75,2011-01-23 00:00:00,0,0,2.75,0
2010/2011,9885,8600,2.1,3.5,2011-01-30 00:00:00,1,2,2.1,0
2010/2011,8540,9885,2.2,3.4,2011-02-02 00:00:00,2,1,3.4,0
2010/2011,8529,9885,3,2.5,2011-02-05 00:00:00,1,3,2.5,1
2010/2011,9885,8636,2.88,2.6,2011-02-13 00:00:00,1,0,2.88,1
2010/2011,9888,9885,5.5,1.62,2011-02-20 00:00:00,2,0,1.62,0
2010/2011,9885,9857,1.44,7.5,2011-02-26 00:00:00,0,2,1.44,0
2010/2011,9885,8564,3,2.5,2011-03-05 00:00:00,0,1,3.0,0
2010/2011,9880,9885,3.6,2.2,2011-03-12 00:00:00,2,2,2.2,0
2010/2011,8600,9885,3,2.4,2010-09-19 00:00:00,0,4,2.4,1
2010/2011,9885,9858,1.44,8,2011-03-20 00:00:00,2,1,1.44,1
2010/2011,8686,9885,1.95,4,2011-04-03 00:00:00,0,2,4.0,1
2010/2011,9885,10233,1.57,6.5,2011-04-10 00:00:00,3,2,1.57,1
2010/2011,8535,9885,2.63,2.63,2011-04-17 00:00:00,0,0,2.63,0
2010/2011,9885,8530,1.44,7.5,2011-04-23 00:00:00,2,2,1.44,0
2010/2011,8543,9885,2.1,3.6,2011-05-02 00:00:00,0,1,3.6,1
2010/2011,9885,8533,1.29,12,2011-05-09 00:00:00,2,2,1.29,0
2010/2011,10167,9885,3.6,2.05,2011-05-15 00:00:00,1,0,2.05,0
2010/2011,9885,9875,1.9,3.8,2011-05-22 00:00:00,2,2,1.9,0
2010/2011,9885,8540,1.73,5,2010-09-23 00:00:00,1,3,1.73,0
2010/2011,9885,8529,1.6,6,2010-09-26 00:00:00,4,2,1.6,1
2010/2011,8636,9885,1.75,5,2010-10-03 00:00:00,0,0,5.0,0
2010/2011,9885,9888,1.36,9,2010-10-17 00:00:00,4,0,1.36,1
2010/2011,9857,9885,4.2,1.85,2010-10-24 00:00:00,0,0,1.85,0
2010/2011,8564,9885,1.85,4.5,2010-10-30 00:00:00,1,2,4.5,1
2010/2011,10228,8640,4.75,1.75,2010-08-07 00:00:00,1,3,1.75,1
2010/2011,8674,8593,5.75,1.62,2010-08-08 00:00:00,2,2,1.62,0
2010/2011,8640,10235,1.36,9,2010-10-24 00:00:00,10,0,1.36,1
2010/2011,10218,8593,13,1.2,2010-10-24 00:00:00,2,2,1.2,0
2010/2011,8277,8640,9,1.33,2010-10-27 00:00:00,0,2,1.33,1
2010/2011,8593,10228,1.25,11,2010-10-27 00:00:00,3,1,1.25,1
2010/2011,8640,8611,1.8,4.5,2010-10-30 00:00:00,0,1,1.8,0
2010/2011,9791,8593,8,1.36,2010-10-30 00:00:00,1,4,1.36,1
2010/2011,8593,10217,1.17,12,2010-11-07 00:00:00,0,1,1.17,0
2010/2011,9908,8640,4.5,1.75,2010-11-07 00:00:00,1,2,1.75,1
2010/2011,8640,10218,1.13,19,2010-11-13 00:00:00,4,2,1.13,1
2010/2011,10229,8593,3.7,2,2010-11-14 00:00:00,2,0,2.0,0
2010/2011,8593,8640,2.38,2.88,2010-11-20 00:00:00,0,0,2.38,0
2010/2011,9761,8640,6.75,1.5,2010-11-26 00:00:00,4,2,1.5,0
2010/2011,9839,8593,7.5,1.4,2010-11-28 00:00:00,0,2,1.4,1
2010/2011,8640,9791,1.17,12,2010-12-04 00:00:00,5,2,1.17,1
2010/2011,8593,8464,1.2,11,2010-12-04 00:00:00,1,1,1.2,0
2010/2011,8526,8640,8,1.36,2010-12-11 00:00:00,0,0,1.36,0
2010/2011,8277,8593,6,1.55,2010-12-12 00:00:00,0,1,1.55,1
2010/2011,8593,10235,1.25,11,2011-01-19 00:00:00,2,0,1.25,1
2010/2011,8640,9803,1.3,9.5,2010-12-19 00:00:00,3,1,1.3,1
2010/2011,8640,8526,1.17,15,2010-08-14 00:00:00,6,0,1.17,1
2010/2011,8593,8277,1.15,17,2010-08-14 00:00:00,4,2,1.15,1
2010/2011,9908,8593,4,1.91,2011-01-23 00:00:00,3,0,1.91,0
2010/2011,9839,8640,10,1.3,2011-01-23 00:00:00,0,3,1.3,1
2010/2011,8640,8525,1.09,23,2011-01-29 00:00:00,2,1,1.09,1
2010/2011,9761,8593,5.25,1.6,2011-01-30 00:00:00,0,3,1.6,1
2010/2011,8593,8526,1.14,17,2011-02-04 00:00:00,2,0,1.14,1
2010/2011,8640,10217,1.25,11,2011-02-05 00:00:00,0,1,1.25,0
2010/2011,10229,8640,2.9,2.4,2011-02-12 00:00:00,0,4,2.4,1
2010/2011,9803,8593,4.75,1.73,2011-02-13 00:00:00,2,2,1.73,0
2010/2011,8640,9761,1.17,14,2011-02-20 00:00:00,4,1,1.17,1
2010/2011,8593,9839,1.13,17,2011-02-20 00:00:00,1,0,1.13,1
2010/2011,8640,8593,1.91,4,2011-02-27 00:00:00,0,0,1.91,0
2010/2011,10218,8640,11,1.29,2011-03-05 00:00:00,2,3,1.29,1
2010/2011,8593,10229,1.62,5,2011-03-06 00:00:00,4,0,1.62,1
2010/2011,8464,8640,5.25,1.6,2011-03-13 00:00:00,2,2,1.6,0
2010/2011,8525,8593,10,1.25,2011-03-13 00:00:00,1,3,1.25,1
2010/2011,8640,9908,1.4,7,2011-03-20 00:00:00,1,0,1.4,1
2010/2011,10217,8593,4,1.8,2011-03-20 00:00:00,3,2,1.8,0
2010/2011,8611,8640,2.3,3.1,2011-04-02 00:00:00,2,0,3.1,0
2010/2011,8593,9791,1.29,9.5,2011-04-03 00:00:00,3,0,1.29,1
2010/2011,8593,9803,1.2,13,2010-08-21 00:00:00,3,0,1.2,1
2010/2011,8640,10229,1.44,7,2010-08-22 00:00:00,3,1,1.44,1
2010/2011,8640,10228,1.3,10,2011-04-10 00:00:00,2,2,1.3,0
2010/2011,8593,8674,1.36,8,2011-04-10 00:00:00,2,0,1.36,1
2010/2011,9791,8640,4.5,1.75,2011-04-17 00:00:00,0,2,1.75,1
2010/2011,8464,8593,6,1.53,2011-04-17 00:00:00,1,2,1.53,1
2010/2011,8593,10218,1.14,17,2011-04-24 00:00:00,4,1,1.14,1
2010/2011,10235,8640,3.4,2.05,2011-04-24 00:00:00,3,1,2.05,0
2010/2011,10228,8593,6,1.53,2011-05-01 00:00:00,1,2,1.53,1
2010/2011,8640,8277,1.18,13,2011-05-01 00:00:00,2,1,1.18,1
2010/2011,8674,8640,4.33,1.7,2011-05-15 00:00:00,0,0,1.7,0
2010/2011,8593,8611,1.85,3.9,2011-05-15 00:00:00,3,1,1.85,1
2010/2011,8526,8593,10,1.29,2010-08-29 00:00:00,0,5,1.29,1
2010/2011,10217,8640,9,1.33,2010-08-29 00:00:00,2,2,1.33,0
2010/2011,8640,8464,1.2,13,2010-09-11 00:00:00,3,1,1.2,1
2010/2011,8593,8525,1.08,19,2010-09-11 00:00:00,2,0,1.08,1
2010/2011,9803,8640,5.75,1.62,2010-09-19 00:00:00,0,0,1.62,0
2010/2011,10235,8593,4.6,1.75,2010-09-19 00:00:00,1,2,1.75,1
2010/2011,8611,8593,2.8,2.5,2010-09-25 00:00:00,2,2,2.5,0
2010/2011,8640,8674,1.36,8,2010-09-25 00:00:00,1,1,1.36,0
2010/2011,8593,9908,1.18,14,2010-10-03 00:00:00,1,2,1.18,0
2010/2011,8640,9839,1.13,17,2010-10-03 00:00:00,3,0,1.13,1
2010/2011,8593,9761,1.2,13,2010-10-16 00:00:00,3,0,1.2,1
2010/2011,8525,8640,10,1.25,2010-10-17 00:00:00,2,4,1.25,1
2010/2011,9772,10215,1.18,17,2010-08-15 00:00:00,1,2,1.18,0
2010/2011,9809,9773,9,1.36,2010-08-14 00:00:00,0,1,1.36,1
2010/2011,9773,9772,1.83,4.33,2010-11-07 00:00:00,5,0,1.83,1
2010/2011,9773,9765,1.14,19,2010-11-14 00:00:00,2,0,1.14,1
2010/2011,9772,9809,1.2,14,2010-11-14 00:00:00,4,0,1.2,1
2010/2011,9768,9773,3.8,2,2010-11-27 00:00:00,1,1,2.0,0
2010/2011,10211,9772,7,1.53,2010-11-28 00:00:00,1,3,1.53,1
2010/2011,9773,10238,1.14,19,2010-12-06 00:00:00,1,0,1.14,1
2010/2011,9772,2033,1.2,15,2010-12-03 00:00:00,2,0,1.2,1
2010/2011,9772,7841,1.2,15,2010-12-18 00:00:00,5,2,1.2,1
2010/2011,6403,9773,8,1.44,2010-12-19 00:00:00,0,3,1.44,1
2010/2011,9773,10212,1.17,17,2011-01-08 00:00:00,4,1,1.17,1
2010/2011,9771,9772,5.25,1.67,2011-01-09 00:00:00,0,3,1.67,1
2010/2011,9773,9809,1.11,23,2011-01-16 00:00:00,3,1,1.11,1
2010/2011,10215,9772,6,1.57,2011-01-16 00:00:00,0,1,1.57,1
2010/2011,9772,10214,1.25,13,2011-01-22 00:00:00,4,2,1.25,1
2010/2011,10211,9773,7,1.4,2011-01-22 00:00:00,0,1,1.4,1
2010/2011,9773,7841,1.14,17,2011-02-06 00:00:00,1,0,1.14,1
2010/2011,10238,9772,9,1.33,2011-02-06 00:00:00,0,2,1.33,1
2010/2011,9772,7844,1.29,11,2011-02-13 00:00:00,3,0,1.29,1
2010/2011,10264,9773,4,1.91,2011-02-13 00:00:00,0,2,1.91,1
2010/2011,9773,10211,1.18,13,2010-08-22 00:00:00,3,0,1.18,1
2010/2011,10214,9772,6,1.62,2010-08-21 00:00:00,2,1,1.62,0
2010/2011,9773,10214,1.2,13,2011-01-26 00:00:00,3,0,1.2,1
2010/2011,9768,9772,3.3,2.25,2011-02-21 00:00:00,0,2,2.25,1
2010/2011,9772,10212,1.25,12,2011-02-27 00:00:00,2,1,1.25,1
2010/2011,2033,9773,7,1.44,2011-02-26 00:00:00,0,3,1.44,1
2010/2011,9773,7844,1.25,12,2011-03-05 00:00:00,2,0,1.25,1
2010/2011,10264,9772,4.33,1.85,2011-03-06 00:00:00,2,1,1.85,0
2010/2011,9772,9765,1.14,17,2011-03-13 00:00:00,1,1,1.14,0
2010/2011,9771,9773,9,1.36,2011-03-14 00:00:00,0,2,1.36,1
2010/2011,9773,10215,1.14,16,2011-03-20 00:00:00,3,1,1.14,1
2010/2011,6403,9772,6,1.62,2011-03-21 00:00:00,1,5,1.62,1
2010/2011,9772,9773,2.4,2.9,2011-04-03 00:00:00,1,2,2.4,0
2010/2011,9809,9772,4.5,1.8,2011-04-10 00:00:00,2,1,1.8,0
2010/2011,9765,9773,6,1.5,2011-04-10 00:00:00,2,3,1.5,1
2010/2011,9773,9768,1.6,6,2011-04-17 00:00:00,3,2,1.6,1
2010/2011,9772,10211,1.36,9,2011-04-17 00:00:00,2,1,1.36,1
2010/2011,10238,9773,5.5,1.67,2011-05-01 00:00:00,0,4,1.67,1
2010/2011,2033,9772,5.25,1.73,2011-05-01 00:00:00,1,1,1.73,0
2010/2011,9773,6403,1.22,12,2011-05-08 00:00:00,3,3,1.22,0
2010/2011,7841,9772,3.8,2,2011-05-08 00:00:00,1,2,2.0,1
2010/2011,9772,10238,1.22,15,2010-08-28 00:00:00,3,0,1.22,1
2010/2011,7841,9773,8.5,1.4,2010-08-29 00:00:00,0,2,1.4,1
2010/2011,9772,9771,1.29,12,2011-05-14 00:00:00,3,3,1.29,0
2010/2011,10212,9773,5.25,1.67,2011-05-14 00:00:00,0,2,1.67,1
2010/2011,9773,10264,1.57,6,2010-09-11 00:00:00,3,2,1.57,1
2010/2011,7844,9772,5.5,1.67,2010-09-10 00:00:00,2,1,1.67,0
2010/2011,9772,9768,1.8,4.33,2010-09-19 00:00:00,2,0,1.8,1
2010/2011,10214,9773,6,1.53,2010-09-20 00:00:00,0,2,1.53,1
2010/2011,9773,2033,1.17,17,2010-09-25 00:00:00,2,0,1.17,1
2010/2011,10212,9772,5,1.73,2010-09-25 00:00:00,0,1,1.73,1
2010/2011,9772,10264,1.75,5,2010-10-03 00:00:00,1,0,1.75,1
2010/2011,7844,9773,6,1.62,2010-10-04 00:00:00,1,1,1.62,0
2010/2011,9773,9771,1.2,13,2010-10-25 00:00:00,5,1,1.2,1
2010/2011,9765,9772,7.5,1.4,2010-10-24 00:00:00,0,1,1.4,1
2010/2011,9772,6403,1.22,13,2010-10-29 00:00:00,2,0,1.22,1
2010/2011,10215,9773,7,1.5,2010-10-30 00:00:00,0,1,1.5,1
2010/2011,8066,9925,8,1.4,2010-08-14 00:00:00,0,1,1.4,1
2010/2011,8548,8597,1.2,15,2010-08-14 00:00:00,2,1,1.2,1
2010/2011,8548,8066,1.2,15,2010-10-30 00:00:00,1,1,1.2,0
2010/2011,8467,9925,8,1.4,2010-10-30 00:00:00,0,3,1.4,1
2010/2011,9925,8485,1.22,13,2010-11-06 00:00:00,9,0,1.22,1
